,norm_form,True label,Predicted,Norm morph features,Transformed morph features
3,_уел#,_уешь,_уей,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
4,_авдиевич#,_авдиевиче,_авдьевиче,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,loct"
5,_аксён#,_аксёном,_аксеном,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name sing,ablt"
6,_ворожу#,_ворожи,_вороди,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
7,_аксён#,_аксёнах,_аксенах,"NOUN,anim,masc,Name sing,nomn","NOUN,anim,masc,Name plur,loct"
0,_переступень#,_переступням,_переступеням,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
1,_воспитательно-исправительный#,_воспитательно-исправительное,_воспитательно-испривательное,"ADJF masc,sing,nomn","ADJF neut,sing,accs"
2,_штришок#,_штришке,_штришоке,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
3,_материально-производственный#,_материально-производственная,_материально-произодсоднтавная,"ADJF masc,sing,nomn","ADJF femn,sing,nomn"
4,_протей#,_протеем,_протьем,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,ablt"
0,_древнеяпонский#,_древнеяпонской,_древнеяопнской,"ADJF masc,sing,nomn","ADJF femn,sing,loct"
1,_махающий#,_махающего,_машающего,"PRTF,impf,intr,pres,actv masc,sing,nomn,Infr","PRTF,impf,intr,pres,actv anim,masc,sing,accs,Infr"
2,_гариевич#,_гарьевичей,_гариевичей,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,gent"
3,_дерзновен#,_дерзновенны,_дерзновны,"ADJS,Qual masc,sing","ADJS,Qual plur"
0,_отблистал#,_отблещите,_отблестайте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl,Infr"
1,_перёд#,_переда,_перёды,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
0,_свожусь#,_свозимся,_сводимся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,1per,pres,indc"
1,_прядусь#,_прялось,_прядлось,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr neut,sing,past,indc"
2,_иржиевна#,_иржиевны,_иржьевны,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,nomn"
3,_виллиевна#,_вилльевны,_виллиевны,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,gent"
0,_стеля#,_стлавши,_стеливши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
1,_тигель#,_тиглей,_тигелей,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
2,_кукура#,_кукурой,_кукурым,"NOUN,anim,masc,Sgtm,Surn sing,nomn","NOUN,anim,masc,Sgtm,Surn sing,ablt"
3,_экспериментально-исследовательский#,_экспериментально-исследовательских,_экспериментально-исслеслислельсльсьлесь,"ADJF masc,sing,nomn","ADJF anim,plur,accs"
0,_слаблюсь#,_слабитесь,_слаблитесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,2per,pres,indc"
1,_перегнойно-элювиальный#,_перегнойно-элювиальным,_перегнойно-элюивальным,"ADJF masc,sing,nomn","ADJF neut,sing,ablt"
2,_божий#,_божие,_божей,"ADJF masc,sing,nomn","ADJF neut,sing,accs,Litr"
0,_прядусь#,_прялись,_прядлись,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
1,_знаток#,_знатока,_знатка,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
2,_напрокудил#,_напрокудьте,_напрокудите,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
3,_обрамлённый#,_обрамленных,_обрамлённых,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,gent,Infr"
4,_вызволил#,_вызволим,_вызовоим,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
5,_физкультурно-оздоровительный#,_физкультурно-оздоровительные,_физкультурно-оздорвительные,"ADJF masc,sing,nomn","ADJF inan,plur,accs"
6,_поприжал#,_поприжмёмте,_поприжимте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
7,_кегель#,_кегля,_кегеля,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
0,_гниение#,_гниенье,_гньенье,"NOUN,inan,neut sing,nomn","NOUN,inan,neut sing,accs,V-be"
1,_махающийся#,_машущейся,_машающейся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv femn,sing,datv,Infr"
2,_ультравысокотемпературный#,_ультравысокотемпературному,_ультравысокотемперутурному,"ADJF masc,sing,nomn","ADJF masc,sing,datv"
3,_шопен#,_шопен,_шопе,"NOUN,anim,femn,Sgtm,Fixd,Surn sing,nomn","NOUN,anim,femn,Sgtm,Fixd,Surn sing,loct"
4,_брешу#,_брешет,_брешит,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
5,_скуфья#,_скуфьёю,_скуфьею,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,ablt,V-ey"
0,_привожу#,_приводите,_привозите,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,impr,excl"
1,_залихорадил#,_залихорадите,_залихорадьте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
2,_свожу#,_сводили,_свозили,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,past,indc"
3,_поднадвил#,_поднадовьём,_поднадвим,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,1per,futr,indc"
0,_мануфактур-коллегия#,_мануфактур-коллегиям,_мануфактур-коллгелим,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,datv"
1,_проектнииспецхиммаш#,_проектнииспецхиммаш,_проектнииспецхмимаш,"NOUN,inan,masc,Sgtm,Orgn sing,nomn","NOUN,inan,masc,Sgtm,Orgn sing,accs"
2,_эгедиевич#,_эгедьевичей,_эгедиевичей,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,accs"
0,_полевел#,_полевеют,_полевут,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
1,_ошкурил#,_ошкурь,_ошкури,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
2,_божий#,_божьих,_божих,"ADJF masc,sing,nomn","ADJF anim,plur,accs"
3,_новосибирсккиновидеосервис#,_новосибирсккиновидеосервису,_новосибирскиноивиодесестру,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,datv"
4,_дальорглестехмонтаж#,_дальорглестехмонтажу,_дальрогрестехмонтажу,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,datv"
5,_повод#,_поводьях,_поводах,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
6,_20-й#,_20-ую,_17-ю,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum femn,sing,accs"
0,_дед-мороз#,_дедах-морозах,_дед-морозах,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,loct"
1,_возроптал#,_возропщешь,_возропчешь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
2,_полкружки#,_полукружкой,_полукружком,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,ablt"
3,_затрепетался#,_затрепещется,_затрепечется,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
4,_мадемуазель#,_мадемуазель,_мадемуазелью,"NOUN,anim,femn sing,nomn","NOUN,anim,femn sing,ablt"
5,_адиевич#,_адиевичу,_адьевичу,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,datv"
6,_10-й#,_10-ая,_12-ая,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum femn,sing,nomn"
7,_полибутадиеннитрилакриловый#,_полибутадиеннитрилакриловые,_полибутадиеннитрикарливые,"ADJF masc,sing,nomn","ADJF plur,nomn"
0,_поюсь#,_поится,_поётся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
1,_обрамлённый#,_обрамленною,_обрамлённою,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv femn,sing,ablt,V-oy,Infr"
2,_дюссельдорфчанка#,_дюссельдорфчанок,_дюссельдорфачнок,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,accs"
3,_подщипал#,_подщиплете,_подщипаете,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
0,_затворённый#,_затворенной,_затворённой,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv femn,sing,datv"
1,_котёл#,_котлу,_котёлу,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
2,_выплелся#,_выплетемтесь,_выплеемтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
0,_раззуделся#,_раззудимся,_раззудеемся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
1,_зов#,_зовах,_звах,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
0,_коленце#,_коленец,_коленцев,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent,Infr"
1,_радиотермолюминесценция#,_радиотермолюминесценцию,_радиотермолюминесцнецнию,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,accs"
2,_покудахтал#,_покудахчешь,_покудахтаешь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
3,_полошусь#,_полошимся,_полосимся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,1per,pres,indc"
4,_отхаркнулся#,_отхаркнемся,_отхаркнёмся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,1per,futr,indc"
0,_динамобаллистокардиограф#,_динамобаллистокардиографам,_динамобаллистокародигораам,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
1,_спекл-интерферометрия#,_спекл-интерферометриею,_спекл-интерферометирею,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,ablt,V-ey"
2,_сапсан#,_сапсанов,_сапсан,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,gent"
3,_озябнув#,_озябши,_озябнувши,"GRND,perf,intr past","GRND,perf,intr past,V-sh"
4,_вкладочно-швейно-резальный#,_вкладочно-швейно-резальной,_вкладочно-швейно-разланьй,"ADJF masc,sing,nomn","ADJF femn,sing,gent"
5,_триметилоэтантринитрат#,_триметилоэтантринитратах,_триметилоэтантриниратратах,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
6,_неоправдан#,_неоправданна,_неоправдана,"ADJS masc,sing","ADJS femn,sing"
0,_высоконапряжен#,_высоконапряжена,_высоконапряженна,"ADJS masc,sing","ADJS femn,sing"
1,_анзориевна#,_анзорьевне,_анзориевне,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,datv"
2,_краскоразбрызгиватель#,_краскоразбрызгиватели,_краскоразбрызиватели,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
3,_тюменнефтекомплектгазстрой#,_тюменнефтекомплектгазстрою,_тюменнефтекомплектазстрою,"NOUN,inan,masc,Sgtm,Orgn sing,nomn","NOUN,inan,masc,Sgtm,Orgn sing,datv"
4,_18-й#,_18-ым,_11-ым,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum masc,sing,ablt"
5,_вкладочно-швейно-резальный#,_вкладочно-швейно-резальном,_вкладочно-швейно-разлальном,"ADJF masc,sing,nomn","ADJF masc,sing,loct"
6,_глохну#,_глох,_глохл,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
0,_интуитивнее#,_поинтуитивней,_поинтуутивней,"COMP,Qual","COMP,Qual Cmp2,V-ej"
0,_дифенилоксидтетракарбоновый#,_дифенилоксидтетракарбоновой,_дифенилоксидтетратрабровой,"ADJF masc,sing,nomn","ADJF femn,sing,loct"
1,_ноябрьскнефтедорстройремонт#,_ноябрьскнефтедорстройремонтов,_ноябрьскнефтедорстройтронтов,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,gent"
2,_чей-нибудь#,_чьё-нибудь,_чьё-н-ибудь,"ADJF,Apro masc,sing,nomn","ADJF,Apro neut,sing,accs"
3,_рассылен#,_рассыльны,_рассыленны,"ADJS,Qual masc,sing","ADJS,Qual plur"
4,_дрожу#,_дрожал,_дрожил,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr masc,sing,past,indc"
0,_теплозвуковиброизоляционный#,_теплозвуковиброизоляционные,_теплозвуковиброзиоляционные,"ADJF masc,sing,nomn","ADJF plur,nomn"
1,_затворённый#,_затворенного,_затворённого,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv masc,sing,gent"
0,_поверхностно-упрочненный#,_поверхностно-упрочненному,_поверхностно-упроченному,"ADJF masc,sing,nomn","ADJF masc,sing,datv"
1,_полутень#,_полутени,_полутни,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,datv"
2,_пен#,_пен,_пеной,"NOUN,anim,femn,Sgtm,Surn sing,nomn","NOUN,anim,femn,Sgtm,Surn sing,ablt"
3,_планерный#,_планёрною,_планерною,"ADJF,Qual masc,sing,nomn","ADJF,Qual femn,sing,ablt,V-oy,Infr"
0,_зов#,_зовами,_звами,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt"
1,_перемигнулся#,_перемигнёшься,_перемигнешься,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
2,_черемша#,_черемшей,_черемш,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
3,_реваншен#,_реваншна,_реваншенна,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
4,_сэгуэ#,_сэгуэ,_сэгэу,"NOUN,inan,masc,Fixd sing,nomn","NOUN,inan,masc,Fixd sing,accs"
5,_дифенилоксидтетракарбоновый#,_дифенилоксидтетракарбонового,_дифенилоксидтетратрабровогово,"ADJF masc,sing,nomn","ADJF anim,masc,sing,accs"
0,_компенсаторно-приспособительный#,_компенсаторно-приспособительном,_компенсаторно-приспосопсольном,"ADJF masc,sing,nomn","ADJF masc,sing,loct"
1,_полузабытьё#,_полузабытьи,_полузабытье,"NOUN,inan,neut,Sgtm sing,nomn","NOUN,inan,neut,Sgtm sing,loct"
